MAPA	CVE_ENT	NOM_ENT	NOM_ABR	CVE_MUN	NOM_MUN	CVE_LOC	NOM_LOC	AMBITO	LATITUD	LONGITUD	LAT_DECIMAL	LON_DECIMAL	ALTITUD	CVE_CARTA	POB_TOTAL	POB_MASCULINA	POB_FEMENINA	TOTAL DE VIVIENDAS HABITADAS
"010011133"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1133"	"Tanque de la Cruz"	"R"	"21°41´30.812"N"	"102°22´13.686"W"	"21.69189200"	"-102.37046800"	"1836"	"F13D28"	"0"	"0"	"0"	"0"
"010011136"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1136"	"La Tijera"	"R"	"22°00´40.038"N"	"102°09´21.532"W"	"22.01112200"	"-102.15598100"	"1928"	"F13B89"	"7"	"*"	"*"	"1"
"010011139"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1139"	"La Torre"	"R"	"21°56´27.635"N"	"102°16´48.443"W"	"21.94100900"	"-102.28012200"	"1920"	"F13D19"	"0"	"0"	"0"	"0"
"010011140"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1140"	"San José de las Laborcillas (La Casa de Piedra)"	"R"	"21°40´04.547"N"	"102°20´58.346"W"	"21.66792900"	"-102.34954000"	"1841"	"F13D28"	"4"	"*"	"*"	"2"
"010011142"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1142"	"Las Trojes"	"R"	"21°44´47.143"N"	"102°19´49.468"W"	"21.74642800"	"-102.33040700"	"1841"	"F13D29"	"0"	"0"	"0"	"0"
"010011145"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1145"	"El Varal"	"R"	"21°49´59.323"N"	"102°22´56.672"W"	"21.83314500"	"-102.38240800"	"1880"	"F13D18"	"7"	"*"	"*"	"2"
"010011147"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1147"	"El Columpio"	"R"	"21°50´00.866"N"	"102°22´33.889"W"	"21.83357400"	"-102.37608000"	"1862"	"F13D18"	"23"	"10"	"13"	"6"
"010011148"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1148"	"Derivados de Fruta"	"R"	"21°52´46.484"N"	"102°21´29.392"W"	"21.87957800"	"-102.35816400"	"1863"	"F13D18"	"0"	"0"	"0"	"0"
"010011150"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1150"	"Villa-Eguia [Centro de Convenciones]"	"R"	"21°56´36.955"N"	"102°17´35.464"W"	"21.94359800"	"-102.29318400"	"1899"	"F13D19"	"3"	"*"	"*"	"1"
"010011151"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1151"	"El Tajo [Viñedos]"	"R"	"21°49´13.870"N"	"102°19´28.864"W"	"21.82051900"	"-102.32468400"	"1881"	"F13D19"	"0"	"0"	"0"	"0"
"010011152"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1152"	"San Francisco (Las Cochineras) [Viñedos]"	"R"	"21°48´55.085"N"	"102°17´47.720"W"	"21.81530100"	"-102.29658900"	"1880"	"F13D19"	"10"	"*"	"*"	"2"
"010011157"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1157"	"Las Violetas"	"R"	"21°49´02.484"N"	"102°15´36.764"W"	"21.81735600"	"-102.26021200"	"1919"	"F13D19"	"8"	"1"	"7"	"8"
"010011158"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1158"	"Las Víboras"	"R"	"21°46´30.547"N"	"102°21´28.285"W"	"21.77515100"	"-102.35785700"	"1843"	"F13D18"	"3"	"*"	"*"	"1"
"010011159"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1159"	"Villa Su"	"R"	"21°44´46.247"N"	"102°16´45.314"W"	"21.74617900"	"-102.27925300"	"1879"	"F13D29"	"4"	"*"	"*"	"1"
"010011160"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1160"	"Granja Claudia"	"R"	"21°51´59.515"N"	"102°22´11.903"W"	"21.86653200"	"-102.36997200"	"1892"	"F13D18"	"0"	"0"	"0"	"0"
"010011161"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1161"	"El Yerbaníz"	"R"	"21°44´51.126"N"	"102°09´17.444"W"	"21.74753500"	"-102.15484600"	"1972"	"F13D29"	"9"	"6"	"3"	"3"
"010011165"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1165"	"Azarco"	"R"	"21°49´00.928"N"	"102°13´07.681"W"	"21.81692400"	"-102.21880000"	"1988"	"F13D19"	"15"	"6"	"9"	"5"
"010011166"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1166"	"San José de Buenavista"	"R"	"21°48´34.108"N"	"102°20´09.395"W"	"21.80947400"	"-102.33594300"	"1865"	"F13D18"	"36"	"19"	"17"	"7"
"010011167"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1167"	"La Cañada de las Habas"	"R"	"21°46´47.287"N"	"102°11´14.121"W"	"21.77980100"	"-102.18725600"	"1989"	"F13D19"	"9"	"5"	"4"	"4"
"010011168"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1168"	"El Carmen"	"R"	"21°47´15.659"N"	"102°19´39.763"W"	"21.78768300"	"-102.32771100"	"1850"	"F13D19"	"0"	"0"	"0"	"0"
"010011170"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1170"	"El Cuije"	"R"	"21°47´51.403"N"	"102°19´55.048"W"	"21.79761200"	"-102.33195700"	"1862"	"F13D19"	"-"	"-"	"-"	"-"
"010011172"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1172"	"Ex-Hacienda de Peñuelas"	"R"	"21°42´40.542"N"	"102°16´54.512"W"	"21.71126200"	"-102.28180800"	"1861"	"F13D29"	"13"	"5"	"8"	"4"
"010011173"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1173"	"Lomas del Sur [Fraccionamiento]"	"R"	"21°49´36.673"N"	"102°16´00.165"W"	"21.82685300"	"-102.26671200"	"1918"	"F13D19"	"-"	"-"	"-"	"-"
"010011178"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1178"	"Granjas Fátima"	"R"	"21°46´48.368"N"	"102°21´22.285"W"	"21.78010200"	"-102.35619000"	"1860"	"F13D18"	"570"	"305"	"265"	"138"
"010011179"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1179"	"Los Guerrero"	"R"	"21°48´20.629"N"	"102°14´33.975"W"	"21.80573000"	"-102.24277100"	"1921"	"F13D19"	"240"	"125"	"115"	"55"
"010011180"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1180"	"Tres Elenas"	"R"	"21°50´53.390"N"	"102°16´27.193"W"	"21.84816400"	"-102.27422000"	"1901"	"F13D19"	"3"	"*"	"*"	"1"
"010011181"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1181"	"Lomas del Guarda"	"R"	"21°48´35.780"N"	"102°12´41.868"W"	"21.80993900"	"-102.21163000"	"1953"	"F13D19"	"1"	"*"	"*"	"1"
"010011182"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1182"	"Mesa del Tepetate"	"R"	"21°47´14.354"N"	"102°11´05.082"W"	"21.78732000"	"-102.18474500"	"1969"	"F13D19"	"43"	"25"	"18"	"10"
"010011183"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1183"	"Lomas de Nueva York"	"R"	"21°47´29.767"N"	"102°15´35.977"W"	"21.79160200"	"-102.25999400"	"1928"	"F13D19"	"412"	"208"	"204"	"90"
"010011184"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1184"	"Coyotillos"	"R"	"21°43´26.000"N"	"102°19´03.000"W"	"21.72388800"	"-102.31749900"	"1852"	"F13D29"	"0"	"0"	"0"	"0"
"010011186"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1186"	"San Francisquito (Los Salazar)"	"R"	"21°47´04.175"N"	"102°08´14.063"W"	"21.78449300"	"-102.13723900"	"2000"	"F13D19"	"7"	"3"	"4"	"3"
"010011187"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1187"	"San Juan del Río"	"R"	"21°50´35.161"N"	"102°20´06.332"W"	"21.84310000"	"-102.33509200"	"1840"	"F13D18"	"2"	"*"	"*"	"1"
"010011189"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1189"	"El Suspiro"	"R"	"21°54´57.812"N"	"102°20´13.783"W"	"21.91605900"	"-102.33716200"	"1860"	"F13D18"	"0"	"0"	"0"	"0"
"010011190"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1190"	"Santa María"	"R"	"21°48´46.350"N"	"102°19´14.517"W"	"21.81287500"	"-102.32069900"	"1883"	"F13D19"	"18"	"8"	"10"	"3"
"010011198"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1198"	"El Porvenir [Granja]"	"R"	"21°52´42.776"N"	"102°19´33.000"W"	"21.87854800"	"-102.32583300"	"1854"	"F13D19"	"-"	"-"	"-"	"-"
"010011199"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"1199"	"Quinta Yola [Granjas]"	"R"	"21°54´07.296"N"	"102°20´37.440"W"	"21.90202700"	"-102.34373300"	"1880"	"F13D18"	"-"	"-"	"-"	"-"
"010012001"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2001"	"La Lagunita"	"R"	"21°46´49.780"N"	"102°07´38.792"W"	"21.78049400"	"-102.12744200"	"1993"	"F13D19"	"7"	"*"	"*"	"2"
"010012003"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2003"	"San Martín (El Zorrillo)"	"R"	"21°51´54.520"N"	"102°23´16.339"W"	"21.86514400"	"-102.38787200"	"1919"	"F13D18"	"168"	"86"	"82"	"42"
"010012004"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2004"	"La Nueva Teresa"	"R"	"21°51´29.051"N"	"102°23´22.620"W"	"21.85807000"	"-102.38961600"	"1921"	"F13D18"	"257"	"123"	"134"	"59"
"010012008"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2008"	"El Zancudo"	"R"	"21°45´37.637"N"	"102°17´13.522"W"	"21.76045500"	"-102.28708900"	"1873"	"F13D19"	"1"	"*"	"*"	"1"
"010012010"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2010"	"El Vergel (El Paraíso)"	"R"	"21°54´24.372"N"	"102°19´54.224"W"	"21.90677000"	"-102.33172800"	"1859"	"F13D19"	"13"	"8"	"5"	"4"
"010012014"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2014"	"El Álamo"	"R"	"21°53´52.538"N"	"102°19´58.083"W"	"21.89792700"	"-102.33280000"	"1860"	"F13D19"	"-"	"-"	"-"	"-"
"010012015"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2015"	"La Alcaparra"	"R"	"22°00´09.893"N"	"102°12´40.352"W"	"22.00274800"	"-102.21120900"	"1904"	"F13B89"	"0"	"0"	"0"	"0"
"010012016"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2016"	"Ampliación de Calvillito (Colonia la Herrada)"	"R"	"21°54´03.001"N"	"102°13´07.368"W"	"21.90083400"	"-102.21871300"	"1981"	"F13D19"	"114"	"61"	"53"	"26"
"010012017"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2017"	"Ampliación del Conejal"	"R"	"21°57´30.310"N"	"102°10´44.207"W"	"21.95841900"	"-102.17894600"	"2009"	"F13D19"	"12"	"4"	"8"	"4"
"010012018"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2018"	"Bajío de los Carreones"	"R"	"21°52´39.830"N"	"102°11´36.575"W"	"21.87773000"	"-102.19349300"	"1990"	"F13D19"	"1"	"*"	"*"	"1"
"010012019"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2019"	"La Sociedad"	"R"	"22°03´26.004"N"	"102°07´53.788"W"	"22.05722300"	"-102.13160700"	"1981"	"F13B89"	"15"	"9"	"6"	"3"
"010012020"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2020"	"Buenavista"	"R"	"21°52´25.421"N"	"102°22´35.275"W"	"21.87372700"	"-102.37646500"	"1910"	"F13D18"	"22"	"11"	"11"	"7"
"010012021"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2021"	"La Cabaña"	"R"	"21°50´13.229"N"	"102°22´20.846"W"	"21.83700800"	"-102.37245700"	"1870"	"F13D18"	"5"	"*"	"*"	"1"
"010012022"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2022"	"La Calandria"	"R"	"21°50´47.327"N"	"102°14´33.928"W"	"21.84647900"	"-102.24275700"	"1982"	"F13D19"	"14"	"6"	"8"	"4"
"010012023"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2023"	"Cañada del Duraznillo"	"R"	"21°47´26.066"N"	"102°10´51.846"W"	"21.79057400"	"-102.18106800"	"1992"	"F13D19"	"7"	"*"	"*"	"2"
"010012024"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2024"	"Cañada Grande"	"R"	"21°47´12.924"N"	"102°12´07.613"W"	"21.78692300"	"-102.20211500"	"1951"	"F13D19"	"48"	"26"	"22"	"11"
"010012025"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2025"	"El Capirote"	"R"	"21°47´04.978"N"	"102°08´56.720"W"	"21.78471600"	"-102.14908900"	"2001"	"F13D19"	"-"	"-"	"-"	"-"
"010012026"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2026"	"El Ocal (El Capirote)"	"R"	"21°46´37.251"N"	"102°08´46.212"W"	"21.77701400"	"-102.14617000"	"1996"	"F13D19"	"22"	"11"	"11"	"4"
"010012028"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2028"	"El 14"	"R"	"21°47´34.502"N"	"102°25´59.457"W"	"21.79291700"	"-102.43318200"	"1957"	"F13D18"	"14"	"9"	"5"	"5"
"010012030"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2030"	"Granja Margarita (Viñedos Aguascalientes)"	"R"	"21°50´57.412"N"	"102°20´47.971"W"	"21.84928100"	"-102.34665800"	"1872"	"F13D18"	"6"	"*"	"*"	"1"
"010012031"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2031"	"Césped San Ignacio"	"R"	"21°54´10.645"N"	"102°20´46.627"W"	"21.90295700"	"-102.34628500"	"1887"	"F13D18"	"60"	"32"	"28"	"18"
"010012032"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2032"	"El Chamizal"	"R"	"21°57´04.706"N"	"102°13´37.009"W"	"21.95130700"	"-102.22694600"	"1978"	"F13D19"	"11"	"*"	"*"	"2"
"010012033"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2033"	"La Chaveña (El Potrerito)"	"R"	"21°44´37.691"N"	"102°23´33.734"W"	"21.74380300"	"-102.39270400"	"1843"	"F13D28"	"0"	"0"	"0"	"0"
"010012035"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2035"	"El Chiflido"	"R"	"21°48´18.987"N"	"102°09´22.261"W"	"21.80527400"	"-102.15618400"	"1982"	"F13D19"	"0"	"0"	"0"	"0"
"010012036"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2036"	"La Chiripa"	"R"	"21°46´18.798"N"	"102°09´58.285"W"	"21.77188800"	"-102.16619000"	"2016"	"F13D19"	"8"	"*"	"*"	"2"
"010012037"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2037"	"El Chorizo"	"R"	"21°50´45.054"N"	"102°14´38.590"W"	"21.84584800"	"-102.24405200"	"1992"	"F13D19"	"8"	"*"	"*"	"2"
"010012038"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2038"	"Granja Llamas"	"R"	"21°51´06.099"N"	"102°13´02.836"W"	"21.85169400"	"-102.21745400"	"2002"	"F13D19"	"0"	"0"	"0"	"0"
"010012039"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2039"	"Picacho [Club de Golf]"	"R"	"21°51´19.821"N"	"102°22´05.238"W"	"21.85550600"	"-102.36812100"	"1879"	"F13D18"	"0"	"0"	"0"	"0"
"010012040"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2040"	"Santa Mónica [Club Hípico]"	"R"	"21°49´17.695"N"	"102°20´13.917"W"	"21.82158100"	"-102.33719900"	"1869"	"F13D18"	"1"	"*"	"*"	"1"
"010012041"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2041"	"El Relicario"	"R"	"21°49´59.233"N"	"102°13´32.937"W"	"21.83312000"	"-102.22581500"	"1963"	"F13D19"	"7"	"*"	"*"	"2"
"010012043"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2043"	"El Cono"	"R"	"21°50´13.087"N"	"102°11´54.620"W"	"21.83696800"	"-102.19850500"	"2008"	"F13D19"	"122"	"59"	"63"	"32"
"010012044"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2044"	"El Copetillo"	"R"	"21°46´15.063"N"	"102°09´08.451"W"	"21.77085000"	"-102.15234800"	"1998"	"F13D19"	"6"	"*"	"*"	"1"
"010012045"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2045"	"El Copetillo Chico (La Miseria)"	"R"	"21°46´12.152"N"	"102°08´58.333"W"	"21.77004200"	"-102.14953700"	"1995"	"F13D19"	"8"	"*"	"*"	"2"
"010012046"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2046"	"Los Corales"	"R"	"21°50´50.170"N"	"102°21´37.357"W"	"21.84726900"	"-102.36037700"	"1861"	"F13D18"	"4"	"*"	"*"	"1"
"010012048"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2048"	"Los Coyotes"	"R"	"21°50´45.287"N"	"102°22´03.614"W"	"21.84591300"	"-102.36767000"	"1870"	"F13D18"	"0"	"0"	"0"	"0"
"010012049"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2049"	"La Cruz"	"R"	"21°44´03.673"N"	"102°11´07.396"W"	"21.73435300"	"-102.18538700"	"1961"	"F13D29"	"2"	"*"	"*"	"1"
"010012050"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2050"	"Cumbres III"	"R"	"21°55´19.736"N"	"102°14´17.272"W"	"21.92214800"	"-102.23813100"	"1970"	"F13D19"	"2871"	"1454"	"1417"	"667"
"010012051"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2051"	"El Dominado (El Relicario)"	"R"	"21°50´18.848"N"	"102°13´03.454"W"	"21.83856900"	"-102.21762500"	"1977"	"F13D19"	"121"	"58"	"63"	"26"
"010012053"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2053"	"Los Durón I"	"R"	"21°45´18.547"N"	"102°07´42.294"W"	"21.75515200"	"-102.12841400"	"1978"	"F13D19"	"65"	"36"	"29"	"16"
"010012054"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2054"	"Ejido los Negritos"	"R"	"21°52´46.995"N"	"102°22´12.064"W"	"21.87972000"	"-102.37001700"	"1896"	"F13D18"	"270"	"139"	"131"	"62"
"010012056"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2056"	"Emiliano Zapata"	"R"	"21°47´45.819"N"	"102°14´25.109"W"	"21.79606100"	"-102.24030800"	"1983"	"F13D19"	"41"	"20"	"21"	"11"
"010012058"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2058"	"La Escuadra"	"R"	"21°47´12.982"N"	"102°09´08.136"W"	"21.78693900"	"-102.15226000"	"2002"	"F13D19"	"5"	"*"	"*"	"1"
"010012059"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2059"	"El Esfuerzo"	"R"	"21°42´32.610"N"	"102°21´01.932"W"	"21.70905800"	"-102.35053700"	"1851"	"F13D28"	"0"	"0"	"0"	"0"
"010012061"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2061"	"Villa Paraíso"	"R"	"21°51´09.663"N"	"102°13´05.039"W"	"21.85268400"	"-102.21806600"	"2003"	"F13D19"	"16"	"9"	"7"	"4"
"010012063"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2063"	"Ex-Hacienda de San Ignacio"	"R"	"21°53´51.236"N"	"102°20´43.996"W"	"21.89756500"	"-102.34555400"	"1883"	"F13D18"	"34"	"13"	"21"	"9"
"010012064"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2064"	"Frutas Concentradas"	"R"	"21°53´21.533"N"	"102°23´28.492"W"	"21.88931400"	"-102.39124700"	"1925"	"F13D18"	"5"	"*"	"*"	"1"
"010012065"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2065"	"Valle de San Ignacio (El Filso)"	"R"	"21°54´08.462"N"	"102°20´22.978"W"	"21.90235100"	"-102.33971600"	"1873"	"F13D18"	"217"	"106"	"111"	"57"
"010012066"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2066"	"La Fortuna"	"R"	"21°47´21.000"N"	"102°08´24.676"W"	"21.78916600"	"-102.14018700"	"2001"	"F13D19"	"0"	"0"	"0"	"0"
"010012067"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2067"	"Cazadores [Rancho]"	"R"	"21°41´36.550"N"	"102°19´54.267"W"	"21.69348600"	"-102.33174000"	"1848"	"F13D29"	"1"	"*"	"*"	"1"
"010012068"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2068"	"Granja Brenda"	"R"	"21°53´11.728"N"	"102°21´29.549"W"	"21.88659100"	"-102.35820800"	"1864"	"F13D18"	"0"	"0"	"0"	"0"
"010012069"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2069"	"Granja Chely"	"R"	"21°53´55.660"N"	"102°19´35.952"W"	"21.89879400"	"-102.32665300"	"1851"	"F13D19"	"4"	"*"	"*"	"1"
"010012071"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2071"	"Granja Duarte"	"R"	"21°52´32.856"N"	"102°20´24.681"W"	"21.87579300"	"-102.34018900"	"1860"	"F13D18"	"3"	"*"	"*"	"1"
"010012072"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2072"	"El Conejal [Granja]"	"R"	"21°56´20.749"N"	"102°11´51.974"W"	"21.93909700"	"-102.19777000"	"2005"	"F13D19"	"8"	"4"	"4"	"3"
"010012073"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2073"	"Granja Gemelas"	"R"	"21°52´19.552"N"	"102°22´33.608"W"	"21.87209700"	"-102.37600200"	"1906"	"F13D18"	"0"	"0"	"0"	"0"
"010012074"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2074"	"Granja Guadalupe"	"R"	"21°54´16.152"N"	"102°22´14.632"W"	"21.90448700"	"-102.37073000"	"1880"	"F13D18"	"11"	"8"	"3"	"3"
"010012075"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2075"	"La Trinidad (La Lucita) [Granja]"	"R"	"21°53´53.439"N"	"102°21´10.579"W"	"21.89817700"	"-102.35293900"	"1884"	"F13D18"	"0"	"0"	"0"	"0"
"010012076"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2076"	"Las Granjas (Santa Elena)"	"R"	"21°39´04.108"N"	"102°18´04.199"W"	"21.65114100"	"-102.30116600"	"1848"	"F13D29"	"-"	"-"	"-"	"-"
"010012077"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2077"	"Granja Laura Angélica"	"R"	"21°52´30.852"N"	"102°20´33.701"W"	"21.87523600"	"-102.34269400"	"1855"	"F13D18"	"-"	"-"	"-"	"-"
"010012078"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2078"	"Granja Lety"	"R"	"21°52´24.708"N"	"102°20´23.628"W"	"21.87352900"	"-102.33989600"	"1852"	"F13D18"	"3"	"*"	"*"	"1"
"010012080"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2080"	"Los Jacalitos [Granja]"	"R"	"21°56´50.978"N"	"102°14´05.537"W"	"21.94749400"	"-102.23487100"	"1971"	"F13D19"	"54"	"31"	"23"	"10"
"010012081"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2081"	"Granja Lupita"	"R"	"21°52´48.367"N"	"102°21´23.643"W"	"21.88010100"	"-102.35656800"	"1860"	"F13D18"	"8"	"*"	"*"	"1"
"010012083"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2083"	"Granja Mariana"	"R"	"21°54´02.746"N"	"102°21´17.115"W"	"21.90076300"	"-102.35475400"	"1885"	"F13D18"	"2"	"*"	"*"	"1"
"010012084"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2084"	"Granja Paula Cecilia"	"R"	"21°47´16.161"N"	"102°15´43.009"W"	"21.78782200"	"-102.26194700"	"1921"	"F13D19"	"14"	"10"	"4"	"4"
"010012085"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2085"	"Granja Rosales"	"R"	"21°51´15.403"N"	"102°13´01.145"W"	"21.85427900"	"-102.21698400"	"2009"	"F13D19"	"0"	"0"	"0"	"0"
"010012086"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2086"	"San Antonio [Granja]"	"R"	"21°53´31.441"N"	"102°23´35.882"W"	"21.89206700"	"-102.39330000"	"1920"	"F13D18"	"3"	"*"	"*"	"1"
"010012087"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2087"	"San José [Granja]"	"R"	"21°49´50.892"N"	"102°17´57.053"W"	"21.83080300"	"-102.29918100"	"1870"	"F13D19"	"0"	"0"	"0"	"0"
"010012088"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2088"	"Granja Santa Elena"	"R"	"21°54´15.474"N"	"102°20´16.808"W"	"21.90429800"	"-102.33800200"	"1869"	"F13D18"	"6"	"*"	"*"	"1"
"010012089"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2089"	"Granja Toñita"	"R"	"21°50´13.704"N"	"102°18´26.536"W"	"21.83714000"	"-102.30737100"	"1861"	"F13D19"	"0"	"0"	"0"	"0"
"010012090"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2090"	"Granja Vejarano"	"R"	"21°53´44.069"N"	"102°21´57.396"W"	"21.89557400"	"-102.36594300"	"1880"	"F13D18"	"7"	"*"	"*"	"1"
"010012091"	"01"	"Aguascalientes"	"Ags."	"001"	"Aguascalientes"	"2091"	"Huerta Marcela"	"R"	"21°52´50.821"N"	"102°22´52.145"W"	"21.88078300"	"-102.38115100"	"1921"	"F13D18"	"4"	"*"	"*"	"1"
